,Kodu/Barkodu,F. Kodu,‹r¸n Ad˝,Mevcut,Fiyat˝,Tutar˝,T¸r¸,Kdv,A.Fiyat˝,A.Tutar˝,Maliyeti,2.Fiyat˝,Top. Giri˛,Top. «˝k˝˛,S.Gir. Tarihi,S.«˝k. Tarihi,Grub No,G.Kdv
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
,             ,,                              ,0,0,0,Adet,,0,0,0,0,,,,,,0
